"Artist ID","Artist Name","Artist Genres","Spotify ID"
"922","Kelly Rowland","atl hip hop,dance pop,hip pop,r&b,urban contemporary","3AuMNF8rQAKOzjYppFNAoB"
"923","Jim Croce","classic rock,country rock,folk,folk rock,mellow gold,singer-songwriter,soft rock","1R6Hx1tJ2VOUyodEpC12xM"
"924","Arrow","calypso","1CzWsbK2Rdn0RlWYZGgnAm"
"925","Red Hot Chili Peppers","alternative rock,funk metal,funk rock,permanent wave,rock","0L8ExT028jH3ddEcZwqJJ5"
"926","Don McLean","classic rock,folk,folk rock,mellow gold,singer-songwriter,soft rock","1gRNBaI4yn6wCCTvRhGWh8"
"927","Frankie Goes To Hollywood","dance rock,hi-nrg,new romantic,new wave,new wave pop,synthpop","1mZu3rO7qSD09GdDpePHhY"
"928","Little River Band","album rock,classic rock,mellow gold,singer-songwriter,soft rock,yacht rock","6clbbhnIqpHnqxwtOWcilg"
"929","I'm Talking","australian r&b","3XPRtRLPlhM1KHk3P1vQ3G"
"930","Short Stack","australian pop","0EdNPfEHC714LHuN0NPIyU"
"931","Three Dog Night","album rock,classic rock,country rock,folk rock,hard rock,mellow gold,soft rock","4FAEZeJcsYYBkNq2D3KGTV"
"932","Cascada","eurodance,europop,german techno,melbourne bounce international","0N0d3kjwdY2h7UVuTdJGfp"
"933","Ricki-Lee","australian dance,australian pop,australian talent show","07lgEPGfoA4Lqos6YGYPDU"
"934","Ruby Velle & The Soulphonics","","5hA2fNOsOjec1PiwPcrQ3k"
"935","Dickie Lee","","6c9LocElsoEOUljpnAvltV"
"936","Cher Lloyd, Mike Posner","dance pop,pop,post-teen pop,talent show,dance pop,pop,pop dance,pop rap","4m4SfDVbF5wxrwEjDKgi4k"
"937","The Ronettes","brill building pop,classic girl group,motown,rock-and-roll","7CyeXFnOrfC1N6z4naIpgo"
"938","Becky G","latin pop,latin viral pop,rap latina,reggaeton,trap latino,urbano latino","4obzFoKoKRHIphyHzJ35G3"
"939","Clarence ""Frogman"" Henry","doo-wop,louisiana blues,new orleans blues,rhythm and blues,rock-and-roll","3EYYw0bxDMBYfLoBehpsNf"
"940","Shocking Blue","nederpop","5WimOFbBnCU5wI6t5PPpEk"
"941","Coolio, L.V.","g funk,gangster rap,hip hop,west coast rap","3y24n3XhZ96wgwRXjvS17T"
"942","Adrian Gurvitz","yacht rock","1VKSw4zNYbYK2BXbOOXkcd"
"943","Anna Kendrick","hollywood,movie tunes","6xfqnpe2HnLVUaYXs2F8YS"
"944","Daddy Cool","australian rock","5ht2HGrvbN9eDWJarHsou6"
"945","These Kids Wear Crowns","canadian pop punk","086Atz206AEeIFXOfwFPSn"
"946","Eddie Rabbitt","classic country pop,country,country rock,mellow gold,soft rock","0jgAONnsHxrwAlhkMUVS78"
"947","Daniel Powter","canadian pop,neo mellow,pop rock","7xTcuBOIAAIGDOSvwYFPzk"
"948","Cathy Dennis","diva house,new wave pop","2zVsfeSyFbCey7rq7PasHp"
"949","Paul Young","mellow gold,new romantic,new wave,new wave pop,soft rock","6rqU9HQ57NYGBnBzbrY3a4"
"950","Leah Haywood","","6kvkcogluXUBXdQzJy6Alw"
"951","Jimmy Eat World","alternative metal,alternative rock,emo,modern power pop,modern rock,neon pop punk,pop punk,pop rock,post-grunge,punk,rock","3Ayl7mCk0nScecqOzvNp6s"
"952","Klingande","deep house,pop dance,tropical house","1L9i6qZYIGQedgM9QLSyzb"
"953","Smokey Robinson & The Miracles","classic soul,motown,quiet storm,soul","6TKOZZDd5uV5KnyC5G4MUt"
"954","Van Morrison","classic rock,folk,folk rock,mellow gold,rock,singer-songwriter,soft rock","44NX2ffIYHr6D4n7RaZF7A"
"955","Gloriana","contemporary country,country dawn,country road","5RjqSn7vYk8Qb9GeLWRRhB"
"956","Al Martino","adult standards,easy listening","7egNqIGRldMzifHoh8pib6"
"957","Chiddy Bang","indie pop rap,philly rap,pop rap","40giwFcTQtv9ezxW8yqxJU"
"958","USHER","atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary","23zg3TcAtWQy7J6upgbUnj"
"959","NF","hip hop,pop rap","6fOMl44jA4Sp5b9PpYCkzz"
"960","Sunnyboys","australian alternative rock,australian rock","6sAh1RUpXblYP320gZ91LC"
"961","Blood\, Sweat & Tears","album rock,blues rock,classic rock,country rock,folk,folk rock,jazz rock,mellow gold,singer-songwriter,soft rock","24GaH9tRBgZjlvOhpFuKi2"
"962","Girlfriend","","5oWq8Uaq2CNDJng3wq8IFL"
"963","Norah Jones","contemporary vocal jazz,jazz pop,neo mellow,vocal jazz","2Kx7MNY7cI1ENniW7vT30N"
"964","George","","6l58yHeOd9sbH3Swm4kqjr"
"965","John Mellencamp","album rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock","3lPQ2Fk5JOwGWAF3ORFCqH"
"966","Paul Simon","classic rock,folk,folk rock,mellow gold,permanent wave,rock,singer-songwriter,soft rock","2CvCyf1gEVhI0mX6aFXmVI"
"967","Lisa Loeb & Nine Stories","lilith,pop rock","4a7CDXcRCXi4kp5z7SEXtg"
"968","Marv Johnson","motown,rhythm and blues","40PAEtNxO98lBeQHCza9vA"
"969","The Ferrets","australian rock","3nJsM5uIME4qqS0dD0K0mo"
"970","The Mamas & The Papas","classic rock,folk rock,mellow gold,psychedelic rock,rock,soft rock,sunshine pop","1bs7HoMkSyQwcobCpE9KpN"
"971","The Cruel Sea","australian alternative rock,australian rock","5m5cTNJ2RxfxKpGULocV9T"
"972","Leon Russell","blues rock,country rock,folk,folk rock,mellow gold,outlaw country,piano rock,roots rock,singer-songwriter,southern rock,swamp rock","6r1Xmz7YUD4z0VRUoGm8XN"
"973","OMC","nz pop","4vdt8TD56jjQfmxFCmhubX"
"974","Take That","boy band,europop,talent show","1XgFuvRd7r5g0h844A5ZUQ"
"975","Kita Alexander","aussietronica,australian indie","3CGuwWgoCYSO5Z72H5G2Ec"
"976","Joe Dolan","","3sebqZKFZ8aJsgQu4YaKQh"
"977","Meat Loaf","album rock","7dnB1wSxbYa8CejeVg98hz"
"978","Racey","australian rock,glam rock","1W4SfNO5hb1tdX0wQ87zxl"
"979","M.P.D. Limited","","0cEJSYD5E7KbgfqpFr9KJ7"
"980","The Vapors","mod revival,new wave","4K3NWDwBIxgktui14SccR2"
"981","Pilot","classic uk pop,glam rock","6PwcexHTG0qJWQQwp05Bpm"
"982","Booker T. & the M.G.'s","blues,classic soul,instrumental funk,instrumental soul,memphis soul,soul,southern soul,traditional blues","2vDV0T8sxx2ENnKXds75e5"
"983","Noah Cyrus","alt z,pop","55fhWPvDiMpLnE4ZzNXZyW"
"984","Paul Kelly","australian indigenous music,australian rock","0SNWoGaDlrCompmg9rXeNq"
"985","Diana Ross, The Temptations","adult standards,disco,motown,quiet storm,soft rock,soul,classic soul,disco,memphis soul,motown,soul","0rXI0q8Cahq6numvPlloaq"
"986","Kayls","","0Il5DGqZvT1jz3mWL8LR5y"
"987","Jon Secada","soft rock","10n1KB2sjTrGdyuC83y8jW"
"988","Johnny Young & Kompany","classic australian country","0LmgCb9GDONh4eFlyzIhUE"
"989","Dave Edmunds","british blues,power pop,pub rock,rockabilly","65Gh3BfK84aTIugiRCgLBA"
"990","The Bangles","album rock,jangle pop,new romantic,new wave,new wave pop,paisley underground,soft rock","51l0uqRxGaczYr4271pVIC"
"991","ZZ Top","album rock,blues rock,classic rock,hard rock,rock","2AM4ilv6UzW0uMRuqKtDgN"
"992","Redfoo","","3mH3OBKopDDVgnJcT5PrPk"
"993","Olly Alexander (Years & Years)","dance pop,gauze pop,pop,pop dance,uk pop","5vBSrE1xujD2FXYRarbAXc"
"994","Toni Childs","","7lQC1mHpO4lvLpN9XYZlIH"
"995","Metric","canadian indie,canadian rock,indie rock,indietronica,metropopolis,neo-synthpop","1rCIEwPp5OnXW0ornlSsRl"
"996","Sweet","album rock,glam rock,hard rock","3JaAGmSTpJK35DqWrDUzBz"
"997","CeeLo Green","atl hip hop,pop rap","5nLYd9ST4Cnwy6NHaCxbj8"
"998","Joel Adams","australian pop,pop soul","36jaGQtMj5UWD0eO1fCVdD"
"999","Starship","album rock,classic rock,mellow gold,new romantic,new wave pop,soft rock,synthpop","0kObWap02DEg9EAJ3PBxzf"
"1000","Nicki Minaj","hip pop,pop,queens hip hop,rap","0hCNtLu0JehylgoiP8L4Gh"
"1001","Metallica","hard rock,metal,old school thrash,rock,thrash metal","2ye2Wgw4gimLv2eAKyk1NB"
"1002","Hank Snow","canadian country,canadian singer-songwriter,classic country pop,nashville sound,western swing","3fq6r0bSIm4McymHKNMk4S"
"1003","Griff","alt z,uk pop","5RJFJWYgtgWktosLrUDzff"
"1004","White Lies","alternative dance,dance-punk,indie rock,modern rock,new rave","6ssXMmc5EOUrauZxirM910"
"1005","Mike Oldfield","progressive rock,symphonic rock","562Od3CffWedyz2BbeYWVn"
"1006","Nathaniel Rateliff & The Night Sweats","indie folk,modern blues rock,new americana,stomp and holler","02seUFsFQP7TH4hLrTj77o"
"1007","The Kooks","brighton indie,garage rock,modern rock,rock","1GLtl8uqKmnyCWxHmw9tL4"
"1008","Models","australian rock","2k0zkxxRvJKwiHQq5QfjYn"
"1009","Dizzee Rascal","grime,instrumental grime","0gusqTJKxtU1UTmNRMHZcv"
"1010","Everclear","alternative metal,alternative rock,nu metal,permanent wave,pop rock,post-grunge","694QW15WkebjcrWgQHzRYF"
"1011","Lee Marvin","","7GbjN1ab1LJcJV2JOhTqBK"
"1012","Jennifer Lopez, Pitbull","dance pop,pop,urban contemporary,dance pop,miami hip hop,pop","2DlGxzQSjYe5N6G9nkYghR"
"1013","MIKA","electropop","5MmVJVhhYKQ86izuGHzJYA"
"1014","Fools Garden","german pop rock","0jRqFvRKCDryHOgrgFqsKG"
"1015","The Jaynetts","classic girl group","0AIj40Eh5327K0Ywz7upNG"
"1016","Bruce Springsteen","heartland rock,mellow gold,permanent wave,rock,singer-songwriter","3eqjTLE0HfPfh78zjh6TqT"
"1017","Gin Wigmore","auckland indie,kiwi rock","4Gzfk9Lxm67nBs7E9BZjzG"
"1018","Shane Howard","australian singer-songwriter","5tsrQhSZ8itdWGtjNWW6f3"
"1019","Joe Cocker","album rock,blues rock,classic rock,folk rock,mellow gold,rock,singer-songwriter,soft rock","3pFCERyEiP5xeN2EsPXhjI"
"1020","Ann Lee","eurodance,hip house,italo dance","1EN7GOzx8aDpiIbVVmQaaC"
"1021","Alice Deejay","eurodance","2tbvDi9eXf9XXp06LupkED"
"1022","Stone Temple Pilots","alternative metal,alternative rock,classic rock,grunge,hard rock,nu metal,post-grunge,rock","2UazAtjfzqBF0Nho2awK4z"
"1023","Barbara Ray","afrikaans,south african country","4kxdPfFuWL6fPZpkCRLKh1"
"1024","Tony Barber","","10D6CzP1JBJpHqK6wG633i"
"1025","Wilson Phillips","girl group,mellow gold,new wave pop,soft rock","1yMYjh77WgOVafRkI50mim"
"1026","Peter Frampton","album rock,british blues,classic rock,country rock,folk rock,hard rock,mellow gold,rock,singer-songwriter,soft rock,southern rock","0543y7yrvny4KymoaneT4W"
"1027","Peking Duk, SAFIA","aussietronica,australian electropop,australian indie,edm,australian indie","0UZ1nu3kcdNlCoiKRjmSSY"
"1028","The Cranberries","irish rock,pop rock,rock","7t0rwkOPGlDPEhaOcVtOt9"
"1029","Sting, Eric Clapton","permanent wave,soft rock,sophisti-pop,album rock,blues rock,classic rock,electric blues,mellow gold,rock,singer-songwriter,soft rock","0Ty63ceoRnnJKVEYP0VQpk"
"1030","Two Door Cinema Club","indie rock,indietronica,irish rock,modern alternative rock,modern rock,northern irish indie","536BYVgOnRky0xjsPT96zl"
"1031","MC Hammer","hip hop,hip house,miami bass","2rblp9fJo16ZPTcKDtlmKW"
"1032","Color Me Badd","boy band,contemporary r&b,new jack swing","1QtIfAa6y7w2JhxYJhYeUG"
"1033","Nick Cave & The Bad Seeds, Kylie Minogue","alternative rock,permanent wave,singer-songwriter,australian dance,australian pop,dance pop,eurodance,new wave pop","4UXJsSlnKd7ltsrHebV79Q"
"1034","Otis Redding","classic soul,memphis soul,soul,soul blues,southern soul,vocal jazz","60df5JBRRPcnSpsIMxxwQm"
"1035","Small Mercies","","4KQLA0IabIwyfoeh7ytGxS"
"1036","Dido","dance pop,europop,lilith,neo mellow,pop rock","2mpeljBig2IXLXRAFO9AAs"
"1037","Jud Strunk","","3Q68nynET81w3iLWZYEBVU"
"1038","Mike Posner","dance pop,pop,pop dance,pop rap","2KsP6tYLJlTBvSUxnwlVWa"
"1039","Five, Steve Mac","boy band","6rEzedK7cKWjeQWdAYvWVG"
"1040","Sofi Tukker","edm","586uxXMyD5ObPuzjtrzO1Q"
"1041","Tokyo Ghetto Pussy","german techno","7xqqOKmWS7KYlorTLXFMiI"
"1042","Gerry & The Pacemakers","british invasion,merseybeat,rock-and-roll","3UmBeGyNwr4iDWi1vTxWi8"
"1043","Faith No More","alternative metal,alternative rock,funk metal,funk rock,hard rock,nu metal,post-grunge,rap metal,rock","6GbCJZrI318Ybm8mY36Of5"
"1044","Snow Patrol","irish rock,modern rock,neo mellow,permanent wave,pop rock","3rIZMv9rysU7JkLzEaC5Jp"
"1045","Beats International","hip house","6C5gMdsVmZHJG6yJuC68sp"
"1046","Wings","album rock,art rock,classic rock,folk rock,mellow gold,rock,singer-songwriter,soft rock","3sFhA6G1N0gG1pszb6kk1m"
"1047","Jesse McCartney","dance pop,pop,post-teen pop","2Hjj68yyUPiC0HKEOigcEp"
"1048","Don & Juan","doo-wop,rhythm and blues","7gArjmSS1gJuofpu4vHtCI"
"1049","The Rebels","","5DHZNhnoDoZuzDQejFO7h6"
"1050","Robert Miles","dream trance,eurodance,trance","2YVF0Ou5zIc4mpgtLIlGN0"
"1051","New Politics","modern alternative rock,modern rock,stomp pop","3RbyaF3Pq6iDUKNp04AIcU"
"1052","Seal","british soul,new wave pop","5GtMEZEeFFsuHY8ad4kOxv"
"1053","The Bonzo Dog Band","zolo","6Q7D1oEccgTc8MAYdMgtIx"
"1054","The Lemonheads","alternative rock,boston rock,power pop","6w7fc6IZlo5zwBaKT5jU1X"
"1055","The Youngbloods","blues rock,classic garage rock,country rock,folk rock,psychedelic rock,singer-songwriter","5I6MzhNEMk27cZsCqGAIYo"
"1056","Alison Moyet","new romantic,new wave pop,solo wave,sophisti-pop,synthpop","0s0rOb0gT2S9N0SDcjtPC4"
"1057","Ben Folds","permanent wave,piano rock","55tif8708yyDQlSjh3Trdu"
"1058","My Chemical Romance","emo,modern rock,pop punk,pov: indie,rock","7FBcuc1gsnv6Y1nwFtNRCb"
"1059","The Rah Band","brit funk","7MDoXA8Kfykq3gkBkDBLtH"
"1060","ATB","german dance,german techno,german trance,trance","7jZM5w05mGhw6wTB1okhD9"
"1061","Anastacia","pop soul","2siHvYaxjaW5rKVRiIrMYH"
"1062","Pseudo Echo","australian rock,dance rock,synthpop","0FDW3axHactZo8HU0OnNVy"
"1063","Sheppard","australian indie,australian pop,folk-pop","6VxCmtR7S3yz4vnzsJqhSV"
"1064","Buffalo Springfield","album rock,blues rock,classic rock,country rock,folk,folk rock,mellow gold,psychedelic rock,rock,soft rock,southern rock","3eskO5m0H4yiF64vRySBjr"
"1065","Tina Turner","soft rock","1zuJe6b1roixEKMOtyrEak"
"1066","Technohead","gabber,happy hardcore,hardcore techno","3iPZvuMeJKouwPtkY2oRAZ"
"1067","Aaliyah","contemporary r&b,dance pop,hip pop,r&b,urban contemporary","0urTpYCsixqZwgNTkPJOJ4"
"1068","Nick Lachey","idol,post-teen pop","6ewMqjrF31lC8ywRsvm073"
"1069","Secondhand Serenade","neon pop punk,piano rock,pixie,pop punk","6eouuqqGggqDlYRV63cgPo"
"1070","Chris Rea","soft rock,sophisti-pop","5KEG7G8LDYlHgFDqZyEEs2"
"1071","Sylvester","disco,hi-nrg","5TGTpu4g8siFOIctZuQO7y"
"1072","Kate DeAraugo","australian dance,australian pop","7Irt8Qpa5LLDNlkO2TPQyZ"
"1073","George Thorogood & The Destroyers","album rock,blues rock,classic rock,country rock,hard rock,heartland rock,mellow gold,rock","4n31svBA9GGIYxGxgrQaRK"
"1074","Womack & Womack","disco","7qShKycqNUP0GLEiTENDVZ"
"1075","Jon Bon Jovi","hard rock","6h2bWHWTJL38N8dqocVaif"
"1076","Marian Hill","electropop","1xHQO9GJIW9OXHxGBISYc5"
"1077","Jason Mraz","acoustic pop,dance pop,neo mellow,pop","4phGZZrJZRo4ElhRtViYdl"
"1078","Pet Shop Boys","dance rock,new romantic,new wave,new wave pop,permanent wave,synthpop","2ycnb8Er79LoH2AsR5ldjh"
"1079","Men Without Hats","classic canadian rock,new romantic,new wave pop,synthpop","34PLzyi7CdXUekiLHYyqXq"
"1080","Daniel Boone","classic uk pop","3M5aUsJmembbwKbUx434lS"
"1081","King Harvest","soft rock","5FHwr1FymaS5kutIEK6e2y"
"1082","Daryl Braithwaite","australian pop,australian rock","4t52ndk0OkAxtb4vMDLPhe"
"1083","Kim Cesarion","swedish pop,swedish soul","1FbsmLXvj5CccZj6JLk46Z"
"1084","Blondie","candy pop,new wave pop,permanent wave,power pop,rock,synthpop","4tpUmLEVLCGFr93o8hFFIB"
"1085","U.S.U.R.A.","bubble trance,eurodance,hardcore techno,hip house,italo dance","6UCwQ3Y39viLfdpPb3YSb9"
"1086","Gregory Abbott","","6zdcmro5vDQSUjeioajL2r"
"1087","Rag'n'Bone Man","neo soul","4f9iBmdUOhQWeP7dcAn1pf"
"1088","Nathaniel","australian pop,australian talent show","2C0Cu6wbLYQyXl8MDwH2JE"
"1089","Claude King","cowboy western,western swing","3apueasSp0paDZeS4aU06g"
"1090","Jump Jump Dance Dance","","2luRh7SpSZXnyXw4MiObqJ"
"1091","Future","atl hip hop,hip hop,rap,southern hip hop,trap","1RyvyyTE3xzB2ZywiAwp0i"
"1092","Rosa Linn","alt z","46xBNx0j6cwY6sD9LgMTm1"
"1093","Pitbull","dance pop,miami hip hop,pop","0TnOYISbd1XYRBk9myaseg"
"1094","The Byrds","album rock,beatlesque,classic rock,cosmic american,country rock,folk,folk rock,mellow gold,psychedelic rock,rock,soft rock","1PCZpxHJz7WAMF8EEq8bfc"
"1095","Jet","garage rock,modern rock,pop rock","5ypxebeHEIXjMtJb17uJlI"
"1096","Wesley Dean","","4KvLfhBh83ARBAQ8Ynm5HI"
"1097","Smokey Robinson","classic soul,disco,funk,motown,quiet storm,soul","0h9smro0z3HqUbD94jotU8"
"1098","Parachute","acoustic pop,charlottesville indie,neo mellow,neon pop punk,pop rock,viral pop","2PCUhxD40qlMqsKHjTZD2e"
"1099","David Cassidy, The Partridge Family","adult standards,bubblegum pop,bubblegum pop","0isDnZYMWbwDz7hzw0XRjt"
"1100","Tony! Toni! Toné!","contemporary r&b,new jack swing,r&b,urban contemporary","7vWlb4pM85jCHvV771qZZW"
"1101","Stellar","social media pop","5yw4tA8D5uG7tT3NaDvq10"
"1102","Interactive","bubble trance,happy hardcore","6Jr95uSN9oixu78phrpdqF"
"1103","Ben Harper And The Innocent Criminals","modern folk rock","7sJ9LR0mCMgFlzJ6Y9xP64"
"1104","Klaxons","alternative dance,dance-punk,indie rock,modern rock,neo-synthpop,new rave","2qlAMLpUyBjZgnzuFXXZXI"
"1105","Idina Menzel","hollywood,movie tunes,show tunes","73Np75Wv2tju61Eo9Zw4IR"
"1106","Olivia Rodrigo","pop","1McMsnEElThX1knmY4oliG"
"1107","Elle King","modern blues rock","3bhu7P5PfngueRHiB9hjcx"
"1108","The Ritchie Family","disco,philly soul,post-disco","3FxBwdg0z5WkLdlAbe7GHq"
"1109","Bliss n Eso, Gavin James","australian hip hop,irish pop","1xSSjJrKTO2ZNPU81uLtmI"
"1110","The Spencer Davis Group","british blues,british invasion,protopunk","3i9hP422d2KMjaupTzBNVS"
"1111","Cat & Calmell","","0SaaipFXHYbYDLDB6atAoR"
"1112","Murray Head","new wave pop","479Yp6DvyXoIaCssAxB4QR"
"1113","Steady Rollin","indie salvadoreno","2f7imcAJGFFABC2Y7dHtK2"
"1114","Billie Piper","bubblegum dance,europop,talent show","3RjnAn8EWb7zaLlGWVxQeP"
"1115","Iyaz","dance pop,pop rap,post-teen pop","5tKXB9uuebKE34yowVaU3C"
"1116","Johnny Burnette","doo-wop,rock-and-roll,rockabilly","3PrFCybHMqrcPls31JxoIl"
"1117","Jona Lewie","new wave pop","3nohf4qILMr5aUSOsolwxB"
"1118","The Impressions","chicago soul,classic soul,funk,quiet storm,soul","1b1N51wmSK0ckxFAMPSSHO"
"1119","Paul Evans","novelty","1VCjlBPsXgs5YMMFDWw6nA"
"1120","blackbear","alt z,pop","2cFrymmkijnjDg9SS92EPM"
"1121","Sam Fischer","australian pop,singer-songwriter pop","6L1XC7NrmgWRlwAeLJvVtA"
"1122","Fergie","dance pop,pop","3r17AfJCCUqC9Lf0OAc73G"
"1123","Jeremy Jordan","contemporary r&b","1eAsLHhN9eQnxU446lhCkR"
"1124","The Cherokees","british invasion","0WQ2X6sDzgN8xEboF4MBif"
"1125","Jessie J","dance pop,pop","2gsggkzM5R49q6jpPvazou"
"1126","Living Colour","funk metal,funk rock,hard rock","6Uhp7WA6sjm5ZL6Xz561de"
"1127","Phillip Phillips","folk-pop,neo mellow,pop rock","6p5JxpTc7USNnBnLzctyd4"
"1128","Lou Reed","classic rock,glam rock,permanent wave,rock,singer-songwriter","42TFhl7WlMRXiNqzSrnzPL"
"1129","Dan + Shay","contemporary country,country,country road","7z5WFjZAIYejWy0NI5lv4T"
"1130","Bobby Day","doo-wop,rock-and-roll","4SLfKHcufUqU46DiTAHIsj"
"1131","Plumb","ccm,christian alternative rock,christian music","2tbxcCCM7A71cmkzuB8lyH"
"1132","Norman Greenbaum","classic rock","7f8LNBVXN0h35veHrpxQFL"
"1133","Patrick Swayze Featuring Wendy Fraser","","43cWHunuO7yrP3bwY9Ntrx"
"1134","Chris Isaak","mellow gold","7290H8m1Dwt8G7jm1y9CQx"
"1135","Marcia Hines","australian dance,australian pop,australian rock","7pUbbv62ajr1JDVFaftZJT"
"1136","Noah And The Whale","stomp and holler","0aeLcja6hKzb7Uz2ou7ulP"
"1137","Joe Jones","novelty","25q0j1r1m5UM8GwFPLcopw"
"1138","Shirley Bassey","adult standards,easy listening","090VebphoycdEyH165iMqc"
"1139","Chris Kenner","louisiana blues,new orleans blues,new orleans soul","3mCIMoeTyKjHlgNv7wFZYI"
"1140","Daniel Johns","","52sbFniPptK6lNYHmuoPpz"
"1141","Shaft","","3XToFwD4zzZA8fhjlkt5Qi"
"1142","Julian Lennon","beatlesque,new wave pop","4Tvos0a5rRrBu4Oodu5f79"
"1143","Naked Eyes","new romantic,new wave pop,synthpop","3C6chBmZ9wzisBhoh8G2nK"
"1144","T. Rex","classic rock,glam rock,protopunk,rock,singer-songwriter","3dBVyJ7JuOMt4GE9607Qin"
"1145","Paul Anka, Odia Coates","adult standards,canadian pop,easy listening,rock-and-roll","7ceUfdWq2t5nbatS6ollHh"
"1146","Lulu","british invasion","0jYKX08u1XxmHrl5TdM2QZ"
"1147","The Partridge Family","bubblegum pop","7u1mqP3ykglpCB2c1p1p5I"
"1148","Camila Cabello, Ed Sheeran","dance pop,pop,pop,singer-songwriter pop,uk pop","4nDoRrQiYLoBzwC5BhVJzF"
"1149","Björk","alternative rock,art pop,electronica,experimental pop,experimental vocal,icelandic experimental,icelandic pop,icelandic singer-songwriter,metropopolis,permanent wave,trip hop","7w29UYBi0qsHi5RTcv3lmA"
"1150","Mousse T. Vs Hot 'n' Juicy","","1MNmrXd8XDYuWog2vPReFK"
"1151","Enigma","downtempo,gregorian dance","3DmG65yHQsMms7WAvrZOdt"
"1152","A.B. Logic","eurodance,hip house","3uuPMhG3hFjDQwMat8Zj9b"
"1153","Chynna Phillips","","4G4wyL5fut6xdMUPZzDpyJ"
"1154","Uriah Heep","album rock,blues rock,classic rock,hard rock,progressive rock,symphonic rock","45O9BwPMyywM755SYUK0sP"
"1155","Sam Hunt","contemporary country,country,country pop,modern country rock","2kucQ9jQwuD8jWdtR9Ef38"
"1156","Troye Sivan","australian pop,pop,viral pop","3WGpXCj9YhhfX11TToZcXP"
"1157","James Taylor","classic rock,folk,folk rock,mellow gold,singer-songwriter,soft rock","0vn7UBvSQECKJm2817Yf1P"
"1158","White Town","derby indie","1MPcILKoMCJym9KscdYxuM"
"1159","Duck Sauce","disco house","0q8J3Yj810t5cpAYEJ7gxt"
"1160","Ghost Town DJs","atlanta bass","4JbmXqez7WvTggoxn3UpVT"
"1161","The Shangri-Las","brill building pop,classic girl group,rock-and-roll","1WvziZcLLYLoMMdmQx7qcN"
"1162","The Screaming Jets","australian rock","3vgQA38yGGMvn4DHjsVre5"
"1163","Fifth Harmony","girl group,pop,talent show","1l8Fu6IkuTP0U5QetQJ5Xt"
"1164","Kosheen","big beat,trip hop","5squ8uM6fhMQY71t9xobJC"
"1165","Sean Paul, Alexis Jordan","dance pop,dancehall,pop,pop rap,talent show","3Isy6kedDrgPYoTS1dazA9"
"1166","Quarterflash","album rock,new wave pop,soft rock","3VJakY5Yw5phAOF4Bada5v"
"1167","The Keymakers","","4OtPXWoouRADlNtbfgWJro"
"1168","Soundgarden","alternative metal,alternative rock,classic rock,grunge,hard rock,nu metal,rock","5xUf6j4upBrXZPg6AI4MRK"
"1169","Divine","hi-nrg","1wASklF2AQfIVhSBWnUHwz"
"1170","Pat Benatar","album rock,classic rock,glam metal,hard rock,mellow gold,new romantic,new wave pop,rock,singer-songwriter,soft rock","43mhFhQ4JAknA7Ik1bOZuV"
"1171","Audioslave","alternative metal,alternative rock,grunge,hard rock,nu metal,permanent wave,post-grunge,rock,supergroup","2ziB7fzrXBoh1HUPS6sVFn"
"1172","The Groop","","4YvFZLPySPKAsgnxRPLR8Y"
"1173","Baker Boy","australian hip hop,australian indigenous hip hop,australian indigenous music","6Qpa8xhGsGitz4WBf4BkpK"
"1174","Run–D.M.C., Jason Nevins","east coast hip hop,golden age hip hop,hip hop,old school hip hop,queens hip hop,rap","3CQIn7N5CuRDP8wEI7FiDA"
"1175","Ray Parker Jr.","theme","0NyzfcGDZZ6GM25EBG9BYK"
"1176","Player","soft rock,yacht rock","0fgtHVpOPfXb07S8Jx443z"
"1177","Troy Shondell","deep adult standards,doo-wop","4R3U54HaBxqbw1ey5lMcXQ"
"1178","Semisonic","pop rock,post-grunge","1TqQi97nqeiuOJrIFv5Sw0"
"1179","Paris Hilton","dance pop,post-teen pop","1vkJFCwstOoJO7yQ4lTtLK"
"1180","Peter Andre","europop,talent show","4zVfvSWs6FvSD6B5lQGs2S"
"1181","Kasabian","britpop,garage rock,leicester indie,modern rock,rock","11wRdbnoYqRddKBrpHt4Ue"
"1182","The Lovin' Spoonful","bubblegum pop,classic rock,country rock,folk,folk rock,mellow gold,psychedelic rock,rock-and-roll,soft rock","7CCn4PFRRRZF127jtCBAUe"
"1183","The 5th Dimension","adult standards,bubblegum pop,disco,folk rock,mellow gold,motown,singer-songwriter,soft rock,sunshine pop","1UUYAQ9LiRsZF0ZukQNWXM"
"1184","Wuki","","6Se1y4vDcu9fVHLqdj1N3q"
"1185","Amber","dutch pop,vocal house","6uGKydhYXrVOEXM6QbVzyH"
"1186","The Paris Sisters","brill building pop,classic girl group","0SDMI2Gkjubw3ol5p5fKtX"
"1187","Jebediah","aussie emo,australian alternative rock,australian indie,australian rock,perth indie","6L9bfTvOEA9BOJEIBhU4ln"
"1188","Aston Merrygold ","","0PHiin6bQggP8WzI7LgTtr"
"1189","George McCrae","disco","6oV3BNm1Gj2GGgpYknc5TN"
"1190","The Foundations","bubblegum pop","4GITZM5LCR2KcdlgEOrNLD"
"1191","Brenton Wood","classic soul,souldies","6ohvzFHYmLd05kyYhLui5K"
